"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"Insig2",0.870851281712537,5.58377572082726,5.04258286643656,0.000242767669090396,0.0268616201036496,0.746467568006937,"Insig2"
"S100g",1.5856020885771,6.10972706280576,5.03437761496061,0.000246245098976153,0.027072844926289,0.732624759000762,"S100g"
"Agbl2",2.53201380923766,0.780766810922122,4.99959519354634,0.000261574226071269,0.0285761564317479,0.673838386900474,"Agbl2"
"Hif1a",-0.649757261484576,6.75374262722083,-4.99368101702071,0.000264278310711877,0.0286899869257717,0.663825717830259,"Hif1a"
"Dhcr7",0.572162968063858,6.9820121480977,4.98808580342018,0.000266863443322049,0.0287895618448868,0.654348514136941,"Dhcr7"
"Gm3636",1.31798261667192,0.570217300009272,4.95345229916665,0.000283463837085924,0.0302918638317085,0.595588283336317,"Gm3636"
"Arrb2",1.00609074365414,2.50831198037598,4.951766628926,0.000284298820504998,0.0302918638317085,0.592724041574225,"Arrb2"
"Gm45397",-2.26287313592743,-1.01379469257977,-4.94739917138349,0.000286474172073164,0.0303363845653674,0.585301141313943,"Gm45397"
"Orai3",0.534664589801773,4.32542621441539,4.94100199772525,0.00028969190305076,0.0304900727960924,0.574423752312627,"Orai3"
"Snx8",0.91367542623492,2.31133192955355,4.93401189399089,0.000293251042315197,0.0306776135842582,0.562531669221525,"Snx8"
"Gnaq",0.405637279481402,6.08697601075518,4.9252889388617,0.000297756609912792,0.0309613062873778,0.547682013856754,"Gnaq"
"Cd200r2",0.733173067670923,2.99875486036829,4.91688092657006,0.000302167911681795,0.0310662003803064,0.533358525680677,"Cd200r2"
"Chrnb1",0.857811755207369,1.41799114649177,4.91650833373924,0.000302364965175336,0.0310662003803064,0.532723567977557,"Chrnb1"
"Scel",1.23135455750773,2.15053911000466,4.91075443505789,0.000305425117303609,0.0311949286969088,0.522915569628551,"Scel"
"Crim1",0.623661388975203,5.96201785974543,4.88974393318982,0.000316876558592454,0.0320138868146419,0.48706265936031,"Crim1"
"Gm5159",1.39806412691928,-1.1954437202459,4.88924691859001,0.000317152809530373,0.0320138868146419,0.486213804602246,"Gm5159"
"Myorg",-0.530144911054481,3.97451885129109,-4.88313599300447,0.000320569994130865,0.0321706899342608,0.475774141535563,"Myorg"
"Chdh",-0.58122697591386,6.66624663273671,-4.87778838746866,0.000323591841951869,0.0322862357452671,0.466634305528953,"Chdh"
"Zfp219",-0.334718369735022,5.33132556179424,-4.85635336320317,0.000336005820484046,0.0333321636056042,0.429959512984245,"Zfp219"
"Sipa1l1",-0.30422426115797,6.50118738937689,-4.83286499829691,0.000350180840526236,0.0345398370761335,0.389699767450537,"Sipa1l1"
"Mapre2",0.600634384767065,7.15107742687802,4.80711593937034,0.00036643867237973,0.0359380563860598,0.34547952501585,"Mapre2"
"Rnf5",0.444892863264681,6.04626337960721,4.79291859768118,0.000375737351279863,0.0366418215844165,0.321059620475814,"Rnf5"
"Plk3",-1.22957985832894,4.62165875172249,-4.78300257068474,0.000382377503145313,0.0370798768639958,0.30398776325954,"Plk3"
"Phactr2",0.725290033856766,5.40551247226353,4.77688468103463,0.000386535144852825,0.0371562207181651,0.293448416580748,"Phactr2"
"Gm5796",3.12618771735146,-2.55940701469866,4.77302993392824,0.000389178938927704,0.0371562207181651,0.286805255268175,"Gm5796"
"Gm26737",1.28522623681484,0.443473722081628,4.76960059549615,0.000391546795048065,0.0371562207181651,0.28089357539409,"Gm26737"
"Baiap2l2",-0.906190129558065,6.63743223310542,-4.76927090502691,0.000391775225694111,0.0371562207181651,0.280325154975825,"Baiap2l2"
"Ppp1r14d",0.917891443462746,6.74769542080494,4.763290533235,0.000395942989113063,0.0373462947272163,0.270011879814265,"Ppp1r14d"
"Ndnf",1.51715412031157,1.60697494408337,4.75545543034798,0.000401473310730952,0.0376621240028639,0.256492932370306,"Ndnf"
"Pygb",0.617087779344514,7.06727888581784,4.73492865785402,0.00041634660658976,0.0388462636559235,0.221037048662752,"Pygb"
"Pdzd2",0.88022202077038,1.98801485532987,4.72297462675667,0.000425271486041168,0.0394656511857882,0.200363426269292,"Pdzd2"
"Srd5a2",-0.774455272008221,3.6563924544108,-4.71220766429978,0.000433480555884371,0.0400123415781825,0.18172681044692,"Srd5a2"
"Nqo1",-0.41801205518902,4.67520523114856,-4.70295959124851,0.000440663194992698,0.0404129181097939,0.165707235467019,"Nqo1"
"Vmn1r214",1.18636631245704,0.198456930270142,4.69804796747031,0.000444528114347926,0.0404129181097939,0.157194786207705,"Vmn1r214"
"Gm15283",-0.697551270163737,-0.500581029732658,-4.69764834097181,0.000444844124955729,0.0404129181097939,0.156502047113167,"Gm15283"
"Sun2",1.47624517159991,7.17408246465554,4.68765323969798,0.000452824394107338,0.0407435456055104,0.139169175577956,"Sun2"
"Pdgfa",1.07316962698842,5.98863447922366,4.68369856949195,0.000456022863344237,0.0407435456055104,0.132307685981963,"Pdgfa"
"Gm11545",-0.871389703627771,2.82774765610754,-4.68226267646496,0.000457189996475285,0.0407435456055104,0.129815864642255,"Gm11545"
"Zfyve21",0.571623600464093,4.78651471327546,4.68136006207343,0.000457925256211634,0.0407435456055104,0.12824934936497,"Zfyve21"
"Amigo2",0.918668673247536,2.89134286025452,4.67572632749489,0.000462542315468515,0.0409270276256423,0.118469466748643,"Amigo2"
"Gm31235",-1.10868751959592,3.24500392572462,-4.67307780294431,0.000464729587777411,0.0409270276256423,0.113870354976686,"Gm31235"
"Cyp4f40",-0.480221562495957,6.36019760544085,-4.66480550331809,0.000471630760760686,0.0413239520887827,0.0994998919180565,"Cyp4f40"
"Hagh",0.536479076554349,5.49639558651874,4.60957521907277,0.000520523212100222,0.0453775311316259,0.00333278229675393,"Hagh"
"Padi2",0.538313233579558,3.65739146265235,4.60090539403754,0.000528663989135928,0.0458433477509124,-0.0117978999420263,"Padi2"
"Extl1",0.842491373788989,1.11899300488127,4.59825564278971,0.000531178352944932,0.0458433477509124,-0.0164241419797344,"Extl1"
"Nr1h3",-0.514704984080203,4.06131300357459,-4.59537429637187,0.000533926582731741,0.045851277335983,-0.0214557182954724,"Nr1h3"
"Itga3",-0.424465000820411,7.22305014301679,-4.58459275900333,0.00054434174978652,0.0465142719953719,-0.0402921885636216,"Itga3"
"Il1rap",0.622143958674431,3.70160250533479,4.57691611514105,0.000551885985150207,0.0469266206388065,-0.0537128280166419,"Il1rap"
"Slc34a2",1.96479674399317,6.37856388374604,4.57316794189305,0.000555608882804879,0.0470115927749756,-0.0602681791543178,"Slc34a2"
"Prkcg",0.862456943453171,1.11861491368227,4.56436297664015,0.00056445742337949,0.047527315048553,-0.075674360548887,"Prkcg"
"Syk",0.792888505803882,6.58717648596414,4.55944843446483,0.000569459794206849,0.0477157548922545,-0.0842775322051459,"Syk"
